Salary,JobInsecurity,JobSatisfaction,Tenure,EmotionalExhaustion,Domain,OrgLevel,Demographics,SupervisorSatisfaction,CareerAdvancement,WorkLifeBalance,OrgAlignment,LaborMarketCondition,Salary_JS,JS_SupS,Tenure_CA,Exhaustion_WLB,CA_Align,Domain_LMC,leave
60138.63,0.51,4,3.36,0.45,HR,Entry,Older,1,1,1,3,0,240554.5,4,3.36,0.45,3,HR_0,0
74696.36,0.46,1,6.07,0.58,IT,Entry,Older,5,1,2,3,0,74696.36,5,6.07,1.16,3,IT_0,0
131643.01,0.63,3,13.71,0.28,Product Design,Mid,Young/Single,2,1,1,2,1,394929.04,6,13.71,0.28,2,Product Design_1,0
86431.12,0.57,1,1.03,0.66,Marketing,Senior,Young/Married,3,1,2,3,0,86431.12,3,1.03,1.32,3,Marketing_0,0
75536.77,0.57,2,0.79,0.26,IT,Entry,Young/Married,2,0,2,3,1,151073.54,4,0,0.52,0,IT_1,0
42052.71,0.53,3,5.44,0.5,Marketing,Entry,Young/Single,4,1,3,3,1,126158.14,12,5.44,1.49,3,Marketing_1,0
71661.42,0.38,2,3.26,0.19,IT,Entry,Young/Single,3,1,2,1,0,143322.84,6,3.26,0.37,1,IT_0,0
61065.87,0.64,3,4.26,0.58,Finance,Mid,Young/Single,1,0,2,3,1,183197.62,3,0,1.16,0,Finance_1,0
145672.58,0.31,3,7.38,0.2,Finance,Executive,Young/Single,4,1,2,2,0,437017.74,12,7.38,0.4,2,Finance_0,0
88646.82,0.31,3,3.28,0.55,IT,Executive,Mid-Age,2,0,1,3,0,265940.47,6,0,0.55,0,IT_0,0
49009.79,0.61,3,5.35,0.06,Finance,Entry,Young/Single,1,1,3,2,1,147029.38,3,5.35,0.17,2,Finance_1,0
47384.91,0.34,3,4.99,0.11,Marketing,Entry,Young/Married,3,1,2,3,0,142154.72,9,4.99,0.23,3,Marketing_0,0
68092.48,0.48,3,6.12,0.26,Marketing,Entry,Young/Single,4,1,2,2,0,204277.44,12,6.12,0.52,2,Marketing_0,0
90394.18,0.2,3,4.31,0.56,HR,Mid,Older,4,1,1,2,1,271182.55,12,4.31,0.56,2,HR_1,0
80536.04,0.28,2,5.26,0.21,Marketing,Senior,Young/Married,4,1,2,2,0,161072.08,8,5.26,0.41,2,Marketing_0,0
63774.98,0.38,5,2,0.25,Finance,Senior,Mid-Age,1,0,2,2,1,318874.91,5,0,0.51,0,Finance_1,0
53007.82,0.31,1,2.1,0.2,IT,Senior,Mid-Age,4,1,3,3,0,53007.82,4,2.1,0.61,3,IT_0,0
77850.55,0.64,1,2.11,0.16,HR,Entry,Older,2,1,3,2,1,77850.55,2,2.11,0.47,2,HR_1,0
65643.54,0.51,3,4.35,0.65,HR,Senior,Young/Single,4,1,3,1,0,196930.63,12,4.35,1.94,1,HR_0,0
86216.25,0.31,4,3.11,0.17,IT,Entry,Young/Single,3,1,1,3,1,344865.02,12,3.11,0.17,3,IT_1,0
91634.21,0.47,2,5,0.6,Marketing,Executive,Young/Married,3,1,1,3,0,183268.41,6,5,0.6,3,Marketing_0,0
33407.04,0.76,2,4.57,0.28,Finance,Entry,Mid-Age,4,1,1,3,0,66814.08,8,4.57,0.28,3,Finance_0,0
52435.45,0.22,3,5.26,0.13,Finance,Entry,Young/Single,1,0,2,2,1,157306.36,3,0,0.26,0,Finance_1,0
83670.82,0.77,5,1.57,0.3,IT,Mid,Young/Married,3,1,1,2,0,418354.11,15,1.57,0.3,2,IT_0,0
104664.56,0.55,4,0.02,0.15,Marketing,Mid,Mid-Age,2,1,2,2,1,418658.24,8,0.02,0.31,2,Marketing_1,0
52608.25,0.2,2,4.05,0.18,HR,Entry,Young/Married,4,1,3,2,1,105216.51,8,4.05,0.55,2,HR_1,0
84222.22,0.39,3,0.32,0.13,Product Design,Mid,Older,4,1,3,1,0,252666.66,12,0.32,0.4,1,Product Design_0,0
42633.77,0.4,4,4.19,0.35,Marketing,Entry,Mid-Age,3,1,1,2,0,170535.08,12,4.19,0.35,2,Marketing_0,0
54693.69,0.52,1,0.18,0.25,Product Design,Mid,Young/Married,4,1,2,3,0,54693.69,4,0.18,0.49,3,Product Design_0,0
66261.7,0.34,1,5.58,0.7,HR,Senior,Mid-Age,3,1,1,3,1,66261.7,3,5.58,0.7,3,HR_1,0
62035.55,0.28,3,1.35,0.36,IT,Entry,Mid-Age,4,0,2,3,1,186106.64,12,0,0.72,0,IT_1,0
58374.57,0.53,3,5.49,0.5,Product Design,Entry,Young/Single,3,1,1,3,0,175123.72,9,5.49,0.5,3,Product Design_0,0
39442.45,0.4,4,4.03,0.21,Finance,Mid,Young/Married,4,1,1,1,1,157769.81,16,4.03,0.21,1,Finance_1,0
90803.38,0.37,2,1.23,0.09,Product Design,Mid,Older,1,1,2,3,0,181606.75,2,1.23,0.19,3,Product Design_0,0
69266.57,0.21,4,2.1,0.04,Accounting,Entry,Mid-Age,3,1,2,3,1,277066.27,12,2.1,0.07,3,Accounting_1,0
56877.26,0.51,4,0.53,0.22,Finance,Mid,Young/Married,3,0,1,3,1,227509.06,12,0,0.22,0,Finance_1,0
132034.31,0.19,3,2.04,0.21,IT,Entry,Young/Married,1,1,2,2,1,396102.92,3,2.04,0.42,2,IT_1,0
73921.4,0.67,5,1.47,0.4,IT,Entry,Young/Single,5,1,2,1,1,369606.98,25,1.47,0.81,1,IT_1,0
85795.47,0.35,4,3.68,0.45,Marketing,Mid,Older,4,1,3,2,1,343181.86,16,3.68,1.36,2,Marketing_1,0
79716.79,0.6,3,3.3,0.23,Product Design,Mid,Older,2,1,3,2,1,239150.37,6,3.3,0.7,2,Product Design_1,0
105054.68,0.42,5,4.74,0.46,IT,Senior,Young/Single,3,0,1,2,1,525273.38,15,0,0.46,0,IT_1,0
77350.97,0.59,3,0.44,0.35,Accounting,Entry,Older,5,1,2,3,0,232052.91,15,0.44,0.69,3,Accounting_0,0
60376.09,0.31,1,6.27,0.34,IT,Senior,Young/Married,5,1,1,3,1,60376.09,5,6.27,0.34,3,IT_1,0
43900.08,0.82,4,1.88,0.2,HR,Mid,Young/Married,4,1,3,2,1,175600.33,16,1.88,0.6,2,HR_1,0
34017.68,0.63,3,5.19,0.16,Finance,Entry,Young/Single,3,1,2,2,1,102053.05,9,5.19,0.31,2,Finance_1,0
61311.51,0.37,1,2,0.36,Accounting,Mid,Older,4,1,2,2,1,61311.51,4,2,0.72,2,Accounting_1,0
47455.94,0.33,2,8.27,0.26,Finance,Entry,Young/Married,3,0,3,2,1,94911.88,6,0,0.77,0,Finance_1,0
41256.48,0.48,3,1.05,0.42,HR,Mid,Young/Married,4,1,2,2,0,123769.43,12,1.05,0.84,2,HR_0,0
51200.66,0.59,3,6.56,0.17,Marketing,Senior,Young/Single,1,1,1,3,0,153601.97,3,6.56,0.17,3,Marketing_0,0
52135.64,0.74,2,3.34,0.4,IT,Mid,Young/Married,5,0,2,2,1,104271.28,10,0,0.81,0,IT_1,0
49715.91,0.55,4,2.07,0.54,IT,Entry,Young/Single,3,1,2,2,0,198863.66,12,2.07,1.08,2,IT_0,0
51771.13,0.18,3,5.88,0.49,HR,Executive,Older,1,0,2,3,0,155313.4,3,0,0.97,0,HR_0,0
53022.79,0.21,3,7.81,0.22,Finance,Mid,Older,4,0,3,3,1,159068.38,12,0,0.67,0,Finance_1,0
81966.07,0.41,4,3.05,0.01,IT,Executive,Young/Married,3,1,1,3,0,327864.28,12,3.05,0.01,3,IT_0,0
83066.04,0.32,4,4.5,0.11,Product Design,Entry,Mid-Age,4,1,3,3,1,332264.14,16,4.5,0.33,3,Product Design_1,0
97304.7,0.38,5,0.6,0.34,Product Design,Entry,Young/Single,3,1,2,1,0,486523.5,15,0.6,0.67,1,Product Design_0,0
59313.82,0.56,4,5.98,0.69,HR,Entry,Mid-Age,3,0,3,3,1,237255.29,12,0,2.07,0,HR_1,0
47028.95,0.51,2,5.48,0.24,Accounting,Mid,Young/Married,4,1,3,2,1,94057.9,8,5.48,0.71,2,Accounting_1,0
55696.49,0.38,5,4.58,0.4,Product Design,Mid,Young/Single,2,1,2,3,1,278482.43,10,4.58,0.8,3,Product Design_1,0
75948.92,0.46,5,3.19,0.53,HR,Senior,Older,3,1,1,3,1,379744.58,15,3.19,0.53,3,HR_1,0
42018.59,0.5,4,0.61,0.47,IT,Mid,Older,2,1,2,2,1,168074.37,8,0.61,0.95,2,IT_1,0
59481.59,0.15,3,5.52,0.37,HR,Entry,Young/Married,5,1,1,3,0,178444.76,15,5.52,0.37,3,HR_0,0
60489.73,0.71,1,5.64,0.26,Product Design,Senior,Young/Married,5,1,1,3,1,60489.73,5,5.64,0.26,3,Product Design_1,0
49355.16,0.44,5,1.8,0.13,Marketing,Entry,Young/Single,3,1,2,2,0,246775.8,15,1.8,0.26,2,Marketing_0,0
88943.1,0.52,5,7.45,0.26,Marketing,Entry,Older,3,1,2,2,0,444715.5,15,7.45,0.52,2,Marketing_0,0
56486.23,0.44,5,4.8,0.5,Marketing,Senior,Young/Single,4,0,3,2,1,282431.16,20,0,1.5,0,Marketing_1,0
48628.65,0.49,3,2.26,0.39,IT,Mid,Young/Single,2,1,2,3,1,145885.94,6,2.26,0.78,3,IT_1,0
64724.46,0.32,5,9.62,0.32,HR,Entry,Mid-Age,3,1,1,2,0,323622.28,15,9.62,0.32,2,HR_0,0
85040.27,0.48,3,4.8,0.29,Marketing,Senior,Young/Single,1,1,2,3,1,255120.82,3,4.8,0.57,3,Marketing_1,0
79497.52,0.62,3,4.65,0.34,IT,Entry,Older,4,1,2,3,1,238492.57,12,4.65,0.68,3,IT_1,0
50110.11,0.55,1,1.24,0.32,IT,Senior,Mid-Age,3,1,1,2,0,50110.11,3,1.24,0.32,2,IT_0,0
47468.57,0.56,3,12.06,0.01,IT,Entry,Young/Married,2,1,2,2,0,142405.72,6,12.06,0.03,2,IT_0,0
71954.45,0.33,4,5.76,0.24,Marketing,Mid,Mid-Age,4,1,2,1,0,287817.79,16,5.76,0.48,1,Marketing_0,0
78713.92,0.24,3,9.12,0.3,IT,Entry,Young/Single,2,1,2,2,0,236141.76,6,9.12,0.59,2,IT_0,0
44582.13,0.26,4,2.31,0.08,Marketing,Entry,Young/Single,1,1,1,2,1,178328.53,4,2.31,0.08,2,Marketing_1,0
47680.14,0.59,2,2.3,0.39,HR,Entry,Young/Single,5,1,3,2,0,95360.28,10,2.3,1.16,2,HR_0,0
45979.94,0.67,2,5.28,0.23,Accounting,Senior,Young/Single,3,1,3,3,1,91959.89,6,5.28,0.69,3,Accounting_1,0
43507.9,0.74,3,5.33,0.35,HR,Entry,Young/Single,2,0,2,2,0,130523.69,6,0,0.7,0,HR_0,0
65251.18,0.45,4,10.75,0.3,Accounting,Senior,Older,2,0,3,3,0,261004.72,8,0,0.89,0,Accounting_0,0
34875.21,0.44,3,2.82,0.16,Finance,Senior,Young/Married,2,0,2,3,1,104625.62,6,0,0.32,0,Finance_1,0
90244.65,0.58,5,3.45,0.2,Marketing,Senior,Mid-Age,4,1,3,2,0,451223.23,20,3.45,0.61,2,Marketing_0,0
81721.11,0.47,3,0.44,0.56,Product Design,Entry,Older,4,1,2,2,0,245163.32,12,0.44,1.11,2,Product Design_0,0
65567.97,0.35,3,4.17,0.16,HR,Entry,Mid-Age,5,1,2,2,1,196703.92,15,4.17,0.33,2,HR_1,0
67912.76,0.35,3,4.32,0.36,Product Design,Senior,Young/Single,2,1,3,3,0,203738.28,6,4.32,1.08,3,Product Design_0,0
77328.85,0.76,1,5.63,0.22,HR,Entry,Young/Married,4,1,2,2,1,77328.85,4,5.63,0.43,2,HR_1,0
38176.23,0.31,4,5.77,0.18,IT,Entry,Older,3,1,2,2,1,152704.91,12,5.77,0.36,2,IT_1,0
86214.36,0.41,5,3.82,0.15,Product Design,Senior,Older,3,0,2,2,0,431071.78,15,0,0.3,0,Product Design_0,0
55849.86,0.48,4,4.08,0.19,IT,Senior,Young/Single,5,1,2,3,1,223399.43,20,4.08,0.38,3,IT_1,0
66120.89,0.45,3,8.7,0.09,Finance,Senior,Young/Single,4,1,1,2,0,198362.68,12,8.7,0.09,2,Finance_0,0
51328.09,0.52,4,1.86,0.12,IT,Entry,Young/Single,2,1,2,2,1,205312.37,8,1.86,0.25,2,IT_1,0
53344.33,0.46,3,3.21,0.19,HR,Executive,Young/Single,2,1,2,2,1,160033,6,3.21,0.38,2,HR_1,0
73142.91,0.46,3,6.17,0.41,Product Design,Mid,Older,3,1,2,2,0,219428.74,9,6.17,0.83,2,Product Design_0,0
49962.11,0.45,3,3.05,0.53,Accounting,Entry,Older,3,1,2,2,1,149886.33,9,3.05,1.05,2,Accounting_1,0
119746.28,0.62,4,1.86,0.58,Accounting,Entry,Mid-Age,3,1,2,2,1,478985.11,12,1.86,1.16,2,Accounting_1,0
91910.8,0.46,4,7.58,0.16,Finance,Mid,Mid-Age,5,1,2,3,0,367643.2,20,7.58,0.31,3,Finance_0,0
65451.85,0.52,3,6.25,0.25,HR,Entry,Young/Single,3,1,2,1,0,196355.54,9,6.25,0.5,1,HR_0,0
82909.06,0.36,3,1.63,0.52,Accounting,Mid,Young/Married,4,1,2,3,1,248727.18,12,1.63,1.04,3,Accounting_1,0
76603.62,0.73,4,0.91,0.2,IT,Senior,Young/Single,4,1,3,3,0,306414.49,16,0.91,0.6,3,IT_0,0
58965.68,0.3,2,4.98,0.37,Product Design,Executive,Young/Single,2,1,3,2,0,117931.36,4,4.98,1.11,2,Product Design_0,0
86704.43,0.2,2,0.72,0.28,Product Design,Mid,Young/Married,5,0,1,3,0,173408.87,10,0,0.28,0,Product Design_0,0
55485.25,0.4,5,4.36,0.16,IT,Mid,Young/Single,3,0,3,3,0,277426.27,15,0,0.48,0,IT_0,0
24557.17,0.57,3,9.59,0.45,HR,Mid,Mid-Age,4,1,1,2,0,73671.52,12,9.59,0.45,2,HR_0,0
54212.55,0.38,4,2.78,0.37,Finance,Entry,Older,2,1,2,3,1,216850.21,8,2.78,0.75,3,Finance_1,0
76431.54,0.46,4,8.56,0.79,Product Design,Executive,Young/Single,5,1,3,2,1,305726.16,20,8.56,2.38,2,Product Design_1,0
103531.85,0.59,1,0.32,0.52,Product Design,Entry,Older,2,1,2,2,0,103531.85,2,0.32,1.03,2,Product Design_0,0
78620.13,0.3,3,7.85,0.72,Marketing,Senior,Young/Married,2,1,1,3,1,235860.39,6,7.85,0.72,3,Marketing_1,0
106196.38,0.54,4,6.97,0.25,HR,Senior,Young/Single,2,0,1,1,1,424785.5,8,0,0.25,0,HR_1,0
64138.49,0.57,2,1.3,0.27,HR,Entry,Young/Married,3,1,3,1,1,128276.98,6,1.3,0.8,1,HR_1,0
56276.26,0.32,4,3.08,0.49,IT,Senior,Young/Single,2,1,2,1,0,225105.06,8,3.08,0.98,1,IT_0,0
82590.85,0.12,4,1.49,0.25,HR,Mid,Young/Married,5,1,3,2,1,330363.41,20,1.49,0.74,2,HR_1,0
62388.86,0.65,3,1.57,0.43,IT,Mid,Mid-Age,5,1,2,3,1,187166.59,15,1.57,0.86,3,IT_1,0
64300.55,0.41,2,3.3,0.28,IT,Entry,Young/Single,5,1,3,3,1,128601.09,10,3.3,0.85,3,IT_1,0
53271.34,0.28,3,3.67,0.21,IT,Senior,Young/Single,5,1,3,3,1,159814.03,15,3.67,0.62,3,IT_1,0
105998.15,0.48,4,2.88,0.32,Accounting,Mid,Mid-Age,5,1,3,2,0,423992.61,20,2.88,0.97,2,Accounting_0,0
54480.67,0.34,5,5.84,0.09,Finance,Senior,Young/Single,3,1,3,2,1,272403.37,15,5.84,0.26,2,Finance_1,0
50234.48,0.4,4,2.3,0.21,HR,Entry,Young/Single,4,1,1,2,0,200937.91,16,2.3,0.21,2,HR_0,0
35323.5,0.55,3,6.16,0.32,HR,Mid,Young/Married,4,1,1,3,0,105970.51,12,6.16,0.32,3,HR_0,0
65709.67,0.66,4,1.25,0.15,Accounting,Entry,Young/Married,1,1,1,2,1,262838.7,4,1.25,0.15,2,Accounting_1,0
59362.41,0.56,2,3.72,0.15,Accounting,Entry,Mid-Age,4,1,2,3,1,118724.81,8,3.72,0.29,3,Accounting_1,0
83000.79,0.29,2,4.95,0.32,Marketing,Entry,Older,1,0,3,3,1,166001.59,2,0,0.97,0,Marketing_1,0
103884.97,0.37,1,1.36,0.24,Accounting,Senior,Young/Single,2,1,1,2,1,103884.97,2,1.36,0.24,2,Accounting_1,0
41552,0.54,3,4.98,0.37,Accounting,Senior,Young/Married,3,1,2,2,1,124656,9,4.98,0.73,2,Accounting_1,0
38286.67,0.75,1,1.66,0.3,Finance,Senior,Mid-Age,4,1,3,3,0,38286.67,4,1.66,0.89,3,Finance_0,0
53103.01,0.32,4,5.47,0.05,Marketing,Mid,Mid-Age,3,0,2,1,0,212412.05,12,0,0.11,0,Marketing_0,0
62186.27,0.63,3,1.17,0.19,Finance,Entry,Young/Single,2,1,1,2,1,186558.82,6,1.17,0.19,2,Finance_1,0
46638.65,0.4,3,5.8,0.19,Finance,Mid,Young/Married,4,0,3,2,1,139915.95,12,0,0.57,0,Finance_1,0
29802.53,0.71,3,1.67,0.12,Accounting,Entry,Young/Single,2,1,2,1,1,89407.6,6,1.67,0.24,1,Accounting_1,0
104617.5,0.64,3,8.31,0.26,Accounting,Entry,Young/Single,4,1,2,3,0,313852.5,12,8.31,0.53,3,Accounting_0,0
56945.09,0.31,4,3.47,0.32,Marketing,Entry,Young/Married,3,1,2,3,1,227780.38,12,3.47,0.63,3,Marketing_1,0
98348.56,0.63,4,3.26,0.34,IT,Entry,Young/Single,3,1,1,2,0,393394.22,12,3.26,0.34,2,IT_0,0
76095.59,0.42,5,4.52,0.72,Accounting,Mid,Mid-Age,4,1,2,2,0,380477.95,20,4.52,1.44,2,Accounting_0,0
59610.21,0.44,3,2.63,0.33,Accounting,Mid,Young/Single,3,1,3,2,1,178830.62,9,2.63,0.98,2,Accounting_1,0
76337.28,0.41,2,1.36,0.43,Accounting,Entry,Young/Single,4,1,1,3,0,152674.57,8,1.36,0.43,3,Accounting_0,0
57386.93,0.6,3,3.42,0.39,Marketing,Entry,Mid-Age,4,1,3,3,0,172160.8,12,3.42,1.18,3,Marketing_0,0
89925.99,0.77,3,4.41,0.5,Finance,Entry,Mid-Age,5,1,3,3,1,269777.98,15,4.41,1.5,3,Finance_1,0
40850.47,0.21,3,5.75,0.18,IT,Mid,Mid-Age,4,1,2,1,0,122551.42,12,5.75,0.36,1,IT_0,0
56776.49,0.44,3,0.73,0.28,Marketing,Senior,Older,4,1,2,3,0,170329.47,12,0.73,0.56,3,Marketing_0,0
63173.05,0.38,4,4.5,0.51,Product Design,Entry,Older,3,1,2,2,1,252692.2,12,4.5,1.03,2,Product Design_1,0
75991.36,0.35,4,1.21,0.39,IT,Mid,Young/Single,4,1,1,2,0,303965.44,16,1.21,0.39,2,IT_0,0
51706.87,0.38,1,7.35,0.81,Product Design,Senior,Young/Single,4,0,1,3,0,51706.87,4,0,0.81,0,Product Design_0,0
91585.13,0.44,3,1.83,0.34,Finance,Senior,Young/Single,3,1,1,3,0,274755.39,9,1.83,0.34,3,Finance_0,0
49892.87,0.65,5,3.85,0.21,Accounting,Mid,Young/Single,3,0,2,1,0,249464.35,15,0,0.41,0,Accounting_0,0
40630.77,0.4,4,3.23,0.17,HR,Mid,Mid-Age,3,0,3,2,1,162523.07,12,0,0.52,0,HR_1,0
70609.36,0.37,3,7.57,0.28,IT,Mid,Mid-Age,1,0,1,2,0,211828.09,3,0,0.28,0,IT_0,0
71252.44,0.34,5,3.59,0.52,HR,Entry,Young/Single,4,1,3,3,1,356262.2,20,3.59,1.55,3,HR_1,0
46749.4,0.66,2,3.43,0.35,Finance,Mid,Young/Married,2,0,3,2,1,93498.8,4,0,1.05,0,Finance_1,0
70276.21,0.56,4,8.21,0.29,Finance,Entry,Young/Single,1,1,1,2,1,281104.85,4,8.21,0.29,2,Finance_1,0
53288.35,0.65,2,1.22,0.68,Product Design,Senior,Mid-Age,5,1,1,3,0,106576.7,10,1.22,0.68,3,Product Design_0,0
52251.97,0.51,2,7.94,0.2,Product Design,Entry,Young/Single,3,1,2,3,0,104503.94,6,7.94,0.4,3,Product Design_0,0
33810.62,0.6,3,1.92,0.37,Accounting,Senior,Mid-Age,3,1,3,2,0,101431.85,9,1.92,1.12,2,Accounting_0,0
60125.89,0.66,3,10.41,0.36,HR,Mid,Mid-Age,2,0,1,3,1,180377.67,6,0,0.36,0,HR_1,0
57182.6,0.46,3,13.03,0.69,Marketing,Senior,Young/Married,3,1,2,2,0,171547.79,9,13.03,1.38,2,Marketing_0,0
61900.09,0.87,3,1.5,0.48,HR,Senior,Mid-Age,5,0,2,1,1,185700.28,15,0,0.97,0,HR_1,0
46391.09,0.67,4,1.73,0.47,IT,Entry,Young/Single,5,1,2,3,1,185564.38,20,1.73,0.93,3,IT_1,0
93007.8,0.41,4,3.31,0.46,Marketing,Entry,Older,3,1,1,3,1,372031.19,12,3.31,0.46,3,Marketing_1,0
111299.05,0.22,4,11.97,0.17,HR,Mid,Mid-Age,3,0,2,2,1,445196.19,12,0,0.34,0,HR_1,0
36676.33,0.75,2,3.34,0.14,Product Design,Entry,Older,4,1,3,2,0,73352.66,8,3.34,0.41,2,Product Design_0,0
70287.25,0.62,1,0.56,0.3,Product Design,Mid,Young/Single,4,1,2,3,1,70287.25,4,0.56,0.61,3,Product Design_1,0
54867.31,0.55,1,3,0.27,Marketing,Mid,Mid-Age,4,1,3,2,1,54867.31,4,3,0.82,2,Marketing_1,0
83910.2,0.44,3,1.96,0.12,Finance,Senior,Mid-Age,2,1,3,2,0,251730.59,6,1.96,0.35,2,Finance_0,0
59856.48,0.66,1,1.19,0.04,HR,Mid,Mid-Age,4,1,3,2,1,59856.48,4,1.19,0.13,2,HR_1,0
43709.29,0.62,4,0.6,0.55,Accounting,Entry,Young/Single,4,1,2,3,1,174837.16,16,0.6,1.1,3,Accounting_1,0
47930.24,0.63,4,0.96,0.26,HR,Mid,Older,3,1,2,1,1,191720.94,12,0.96,0.52,1,HR_1,0
87574.8,0.39,4,3.14,0.21,Finance,Entry,Mid-Age,3,1,2,3,0,350299.2,12,3.14,0.43,3,Finance_0,0
68675.57,0.78,5,2.27,0.42,Product Design,Senior,Mid-Age,3,1,2,3,1,343377.86,15,2.27,0.83,3,Product Design_1,0
84990,0.79,3,2.25,0.46,Product Design,Executive,Mid-Age,5,0,2,3,1,254970.01,15,0,0.93,0,Product Design_1,0
43923.71,0.59,3,3.11,0.36,Finance,Mid,Mid-Age,4,1,3,2,0,131771.12,12,3.11,1.09,2,Finance_0,0
97966.34,0.55,2,5.81,0.46,Accounting,Mid,Young/Single,5,1,2,2,1,195932.68,10,5.81,0.92,2,Accounting_1,0
47512.82,0.38,4,7.29,0.14,Product Design,Entry,Young/Single,5,1,3,3,1,190051.27,20,7.29,0.43,3,Product Design_1,0
104088.5,0.37,3,9.57,0.28,HR,Entry,Young/Single,5,1,3,2,1,312265.51,15,9.57,0.85,2,HR_1,0
52705.08,0.73,3,3.65,0.19,IT,Senior,Older,4,1,2,2,1,158115.23,12,3.65,0.38,2,IT_1,0
63276.05,0.62,3,3.99,0.19,IT,Mid,Young/Single,2,1,3,2,1,189828.14,6,3.99,0.58,2,IT_1,0
55118.44,0.25,5,9.2,0.38,Marketing,Entry,Older,5,1,1,2,1,275592.19,25,9.2,0.38,2,Marketing_1,0
59939.89,0.23,3,4.23,0.33,Finance,Senior,Young/Single,4,1,2,3,1,179819.66,12,4.23,0.67,3,Finance_1,0
57110.6,0.63,4,3.24,0.08,Accounting,Entry,Mid-Age,2,0,3,1,1,228442.41,8,0,0.24,0,Accounting_1,0
48098.23,0.5,1,3.54,0.34,Finance,Entry,Older,3,1,1,2,1,48098.23,3,3.54,0.34,2,Finance_1,0
65277.56,0.41,3,2.87,0.49,Product Design,Mid,Young/Married,3,1,3,2,1,195832.68,9,2.87,1.47,2,Product Design_1,0
38914.95,0.34,3,1.45,0.2,Finance,Senior,Older,1,1,3,2,0,116744.84,3,1.45,0.6,2,Finance_0,0
55097.35,0.31,2,1.91,0.11,Product Design,Mid,Young/Married,3,0,3,2,1,110194.71,6,0,0.34,0,Product Design_1,0
84712.52,0.59,3,7.46,0.28,Product Design,Senior,Young/Single,5,1,3,2,1,254137.57,15,7.46,0.85,2,Product Design_1,0
49189.56,0.47,3,8.18,0.18,Finance,Executive,Older,2,1,3,1,1,147568.68,6,8.18,0.54,1,Finance_1,0
77179.27,0.26,3,3.08,0.27,Product Design,Executive,Older,3,0,2,3,1,231537.8,9,0,0.55,0,Product Design_1,0
56469.99,0.6,5,8.19,0.31,IT,Senior,Young/Married,4,1,3,2,1,282349.97,20,8.19,0.92,2,IT_1,0
38401.41,0.7,2,2.93,0.31,Finance,Senior,Young/Single,2,0,2,2,1,76802.81,4,0,0.61,0,Finance_1,0
51557.17,0.42,4,3.54,0.17,Product Design,Mid,Young/Single,5,1,1,1,1,206228.67,20,3.54,0.17,1,Product Design_1,0
86589.2,0.46,3,6.1,0.39,Finance,Entry,Young/Married,3,1,3,2,0,259767.61,9,6.1,1.18,2,Finance_0,0
60679.31,0.3,3,3.93,0.4,Product Design,Senior,Mid-Age,3,1,2,3,1,182037.94,9,3.93,0.81,3,Product Design_1,0
55740.85,0.59,4,4.09,0.28,Finance,Senior,Mid-Age,3,1,2,3,1,222963.39,12,4.09,0.55,3,Finance_1,0
61692.21,0.59,3,4.73,0.13,Accounting,Mid,Mid-Age,3,1,2,1,0,185076.63,9,4.73,0.26,1,Accounting_0,0
46676.3,0.36,4,1.61,0.42,HR,Mid,Young/Married,3,0,2,2,0,186705.19,12,0,0.83,0,HR_0,0
65182.03,0.62,3,2.28,0.09,IT,Senior,Young/Married,4,0,1,2,1,195546.1,12,0,0.09,0,IT_1,0
35241.95,0.6,3,0.9,0.32,IT,Mid,Mid-Age,2,0,1,2,1,105725.85,6,0,0.32,0,IT_1,0
78578.32,0.92,3,2.12,0.5,Product Design,Entry,Mid-Age,2,1,2,3,1,235734.96,6,2.12,1,3,Product Design_1,0
70229.64,0.49,3,10.41,0.25,Accounting,Mid,Young/Married,2,1,2,3,0,210688.91,6,10.41,0.49,3,Accounting_0,0
64271.83,0.59,1,5.81,0.31,Product Design,Entry,Young/Single,3,1,2,3,0,64271.83,3,5.81,0.62,3,Product Design_0,0
72608.16,0.44,4,1.4,0.16,HR,Senior,Mid-Age,3,0,3,2,0,290432.65,12,0,0.47,0,HR_0,0
53939.81,0.39,4,1.8,0.33,Product Design,Entry,Young/Single,3,1,3,3,0,215759.23,12,1.8,0.98,3,Product Design_0,0
61983.7,0.61,4,1.7,0.32,Finance,Entry,Young/Single,4,0,3,3,0,247934.8,16,0,0.96,0,Finance_0,0
81100.76,0.4,5,0.59,0.19,HR,Mid,Mid-Age,3,0,2,2,0,405503.82,15,0,0.38,0,HR_0,0
44582.23,0.75,3,11.33,0.16,Product Design,Senior,Young/Married,4,1,3,2,1,133746.68,12,11.33,0.48,2,Product Design_1,0
59752.28,0.64,1,0.25,0.23,Accounting,Entry,Mid-Age,3,1,3,3,1,59752.28,3,0.25,0.68,3,Accounting_1,0
73003.36,0.36,4,4.08,0.61,IT,Entry,Mid-Age,3,1,3,2,0,292013.45,12,4.08,1.83,2,IT_0,0
64905.66,0.5,5,2.89,0.31,Finance,Executive,Young/Single,3,1,1,2,1,324528.3,15,2.89,0.31,2,Finance_1,0
61892.94,0.52,3,4.55,0.41,Product Design,Mid,Young/Married,2,0,2,3,1,185678.81,6,0,0.81,0,Product Design_1,0
78732.6,0.65,5,11.61,0.28,IT,Entry,Mid-Age,4,1,1,3,1,393662.99,20,11.61,0.28,3,IT_1,0
